rank,finalWorth,category,personName,age,country,source,industries,organization,selfMade,gender,firstName,gdp_country,wealth_per_capita,age_at_2024,cpi_change_percentage,education_enrollment_ratio,tax_revenue_percentage_gdp,total_tax_rate_percentage
116,8250.0,Fashion & Retail,David Green & family,81.0,United States,Retail,Fashion & Retail,Hobby Lobby,1,M,David,"$21,427,700,000,000 ",2.5134084782349625e-05,83.0,6.397134083930399,86.64047151277015,0.11636363636363636,0.44363636363636366
118,8250.0,Food & Beverage,Charoen Sirivadhanabhakdi,78.0,Thailand,"Alcohol, real estate",Food & Beverage,,1,M,Charoen,"$543,649,976,166 ",0.00011849093053182665,80.0,0.6179924075218504,49.39879759519038,0.1806060606060606,0.3575757575757576
119,8250.0,Food & Beverage,Charlene de Carvalho-Heineken & family,68.0,United Kingdom,Heineken,Food & Beverage,,0,F,Charlene,"$2,827,113,184,696 ",0.0001234394171684479,70.0,1.421167028924929,59.28853754940712,0.3090909090909091,0.3709090909090909
120,8250.0,Healthcare,Xu Hang,60.0,China,Medical devices,Healthcare,,1,M,Hang,"$19,910,000,000,000 ",5.902490851139181e-06,62.0,2.318516149664215,50.49900199600798,0.11393939393939394,0.7175757575757575
121,8250.0,Automotive,Wei Jianjun & family,59.0,China,Automobiles,Automotive,,1,M,Jianjun,"$19,910,000,000,000 ",5.902490851139181e-06,60.0,2.318516149664215,50.49900199600798,0.11393939393939394,0.7175757575757575
122,8250.0,Metals & Mining,Alisher Usmanov,69.0,Uzbekistan,"Steel, telecom, investments",Metals & Mining,Metalloinvest,1,M,Alisher,"$57,921,286,440 ",0.00024567719802922217,71.0,,9.692898272552783,0.17939393939393938,0.38303030303030305
123,8250.0,Manufacturing,Goh Cheng Liang,95.0,Singapore,Paints,Manufacturing,,1,M,Cheng Liang,"$372,062,527,489 ",0.0014464627323698548,97.0,0.5244296827200419,84.29423459244532,0.15878787878787878,0.2545454545454546
124,8250.0,Diversified,Kumar Birla,55.0,India,Commodities,Diversified,,0,M,Kumar,"$2,611,000,000,000 ",6.0376850167887966e-06,57.0,4.267346486366659,24.867256637168143,0.13575757575757574,0.6024242424242425
124,8250.0,Manufacturing,Aliko Dangote,65.0,Nigeria,"Cement, sugar",Manufacturing,Dangote Group,1,M,Aliko,"$448,120,428,859 ",4.10522106543285e-05,67.0,4.261522933722104,12.04250295159386,0.01818181818181818,0.4218181818181818
126,8250.0,Real Estate,Kwong Siu-hing,93.0,Hong Kong,Real estate,Real Estate,,0,F,Siu-hing,,,95.0,,,,
127,8250.0,Diversified,Idan Ofer,67.0,United Kingdom,Shipping,Diversified,,0,M,Idan,"$2,827,113,184,696 ",0.0001234394171684479,69.0,1.421167028924929,59.28853754940712,0.3090909090909091,0.3709090909090909
128,8250.0,Healthcare,Chen Bang,57.0,China,Hospitals,Healthcare,,1,M,Bang,"$19,910,000,000,000 ",5.902490851139181e-06,59.0,2.318516149664215,50.49900199600798,0.11393939393939394,0.7175757575757575
128,8250.0,Gambling & Casinos,Lui Che Woo,94.0,Hong Kong,Casinos/hotels,Gambling & Casinos,,1,M,Che Woo,,,95.0,,,,
130,8250.0,Logistics,John Fredriksen,78.0,United Kingdom,Shipping,Logistics,,1,M,John,"$2,827,113,184,696 ",0.0001234394171684479,79.0,1.421167028924929,59.28853754940712,0.3090909090909091,0.3709090909090909
130,8250.0,Construction & Engineering,Diane Hendricks,76.0,United States,Building supplies,Construction & Engineering,ABC Supply,1,F,Diane,"$21,427,700,000,000 ",2.5134084782349625e-05,77.0,6.397134083930399,86.64047151277015,0.11636363636363636,0.44363636363636366
130,8250.0,Technology,Jan Koum,47.0,United States,WhatsApp,Technology,WhatsApp Inc.,1,M,Jan,"$21,427,700,000,000 ",2.5134084782349625e-05,48.0,6.397134083930399,86.64047151277015,0.11636363636363636,0.44363636363636366
133,8250.0,Sports,Jerry Jones,80.0,United States,Dallas Cowboys,Sports,Dallas Cowboys,1,M,Jerry,"$21,427,700,000,000 ",2.5134084782349625e-05,82.0,6.397134083930399,86.64047151277015,0.11636363636363636,0.44363636363636366
133,8250.0,Energy,George Kaiser,80.0,United States,"Oil & gas, banking",Energy,BOK Financial Corp.,0,M,George,"$21,427,700,000,000 ",2.5134084782349625e-05,82.0,6.397134083930399,86.64047151277015,0.11636363636363636,0.44363636363636366
133,8250.0,Real Estate,Joseph Lau,71.0,Hong Kong,Real estate,Real Estate,,1,M,Joseph,,,73.0,,,,
136,8250.0,Automotive,Lu Xiangyang,60.0,China,"Automobiles, batteries",Automotive,,1,M,Xiangyang,"$19,910,000,000,000 ",5.902490851139181e-06,62.0,2.318516149664215,50.49900199600798,0.11393939393939394,0.7175757575757575
137,8250.0,Real Estate,Harry Triguboff,90.0,Australia,Real estate,Real Estate,,1,M,Harry,"$1,392,680,589,329 ",0.000320181878831146,91.0,1.335559265442404,112.7617148554337,0.2787878787878788,0.5745454545454545
138,8250.0,Finance & Investments,Uday Kotak,64.0,India,Banking,Finance & Investments,,1,M,Uday,"$2,611,000,000,000 ",6.0376850167887966e-06,65.0,4.267346486366659,24.867256637168143,0.13575757575757574,0.6024242424242425
138,8250.0,Sports,Stanley Kroenke,75.0,United States,"Sports, real estate",Sports,,1,M,Stanley,"$21,427,700,000,000 ",2.5134084782349625e-05,77.0,6.397134083930399,86.64047151277015,0.11636363636363636,0.44363636363636366
140,8250.0,Energy,Mikhail Fridman,58.0,United Kingdom,"Oil, banking, telecom",Energy,,1,M,Mikhail,"$2,827,113,184,696 ",0.0001234394171684479,60.0,1.421167028924929,59.28853754940712,0.3090909090909091,0.3709090909090909
141,8250.0,Energy,Sarath Ratanavadi,57.0,Thailand,Energy,Energy,,1,M,Sarath,"$543,649,976,166 ",0.00011849093053182665,59.0,0.6179924075218504,49.39879759519038,0.1806060606060606,0.3575757575757576
142,8250.0,Metals & Mining,Dang Yanbao,50.0,China,Coal,Metals & Mining,,1,M,Yanbao,"$19,910,000,000,000 ",5.902490851139181e-06,51.0,2.318516149664215,50.49900199600798,0.11393939393939394,0.7175757575757575
142,8250.0,Healthcare,Jiang Rensheng & family,69.0,China,Vaccines,Healthcare,,1,M,Rensheng,"$19,910,000,000,000 ",5.902490851139181e-06,71.0,2.318516149664215,50.49900199600798,0.11393939393939394,0.7175757575757575
144,8250.0,Automotive,Shahid Khan,72.0,United States,Auto parts,Automotive,,1,M,Shahid,"$21,427,700,000,000 ",2.5134084782349625e-05,74.0,6.397134083930399,86.64047151277015,0.11636363636363636,0.44363636363636366
145,8250.0,Technology,Laurene Powell Jobs & family,59.0,United States,"Apple, Disney",Technology,Emerson Collective,0,F,Laurene,"$21,427,700,000,000 ",2.5134084782349625e-05,61.0,6.397134083930399,86.64047151277015,0.11636363636363636,0.44363636363636366
146,8250.0,Diversified,Robert Kuok,99.0,Hong Kong,"Palm oil, shipping, property",Diversified,,1,M,Robert,,,101.0,,,,
147,8250.0,Real Estate,Stephen Ross,82.0,United States,Real estate,Real Estate,,1,M,Stephen,"$21,427,700,000,000 ",2.5134084782349625e-05,84.0,6.397134083930399,86.64047151277015,0.11636363636363636,0.44363636363636366
148,8250.0,Technology,Pavel Durov,38.0,United Arab Emirates,Messaging app,Technology,,1,M,Pavel,"$421,142,267,938 ",0.0008443759800518478,40.0,-1.659098847362906,33.94833948339483,0.0012121212121212121,0.19272727272727275
148,8250.0,Healthcare,Andreas Struengmann & family,73.0,Germany,Pharmaceuticals,Healthcare,,1,M,Andreas,"$3,845,630,030,824 ",9.923880946195496e-05,74.0,1.2405848471422243,67.5,0.1393939393939394,0.5915151515151514
148,8250.0,Healthcare,Thomas Struengmann & family,73.0,Germany,Pharmaceuticals,Healthcare,,1,M,Thomas,"$3,845,630,030,824 ",9.923880946195496e-05,74.0,1.2405848471422243,67.5,0.1393939393939394,0.5915151515151514
151,8250.0,Food & Beverage,Liu Hanyuan,59.0,China,Agribusiness,Food & Beverage,,1,M,Hanyuan,"$19,910,000,000,000 ",5.902490851139181e-06,60.0,2.318516149664215,50.49900199600798,0.11393939393939394,0.7175757575757575
151,8250.0,Fashion & Retail,Michael Rubin,50.0,United States,Online retail,Fashion & Retail,Kynetic,1,M,Michael,"$21,427,700,000,000 ",2.5134084782349625e-05,52.0,6.397134083930399,86.64047151277015,0.11636363636363636,0.44363636363636366
153,8250.0,Finance & Investments,Israel Englander,74.0,United States,Hedge funds,Finance & Investments,"Millennium Management, L.L.C.",1,M,Israel,"$21,427,700,000,000 ",2.5134084782349625e-05,76.0,6.397134083930399,86.64047151277015,0.11636363636363636,0.44363636363636366
153,8250.0,Manufacturing,Viatcheslav Kantor,69.0,Israel,"Fertilizer, real estate",Manufacturing,,1,M,Viatcheslav,"$395,098,666,122 ",0.0009112699236742403,71.0,0.7397133610725843,60.43851286939942,0.27999999999999997,0.3066666666666667
153,8250.0,Manufacturing,Anthony Pratt,62.0,Australia,Manufacturing,Manufacturing,,0,M,Anthony,"$1,392,680,589,329 ",0.000320181878831146,64.0,1.335559265442404,112.7617148554337,0.2787878787878788,0.5745454545454545
153,8250.0,Finance & Investments,Mikhail Prokhorov,57.0,Switzerland,Investments,Finance & Investments,,1,M,Mikhail,"$703,082,435,360 ",0.0009621179750227177,59.0,0.4018081366147665,56.65399239543726,0.12242424242424241,0.3490909090909091
157,8250.0,Fashion & Retail,Giorgio Armani,88.0,Italy,Luxury goods,Fashion & Retail,,1,M,Giorgio,"$2,001,244,392,042 ",0.00013682182892276143,90.0,0.5423973964924967,60.74582924435721,0.29454545454545455,0.7163636363636364
157,8250.0,Fashion & Retail,Johann Rupert & family,72.0,South Africa,Luxury goods,Fashion & Retail,,0,M,Johann,"$351,431,649,241 ",0.0001408853096240719,74.0,2.5797520921160255,22.200198216055497,0.33333333333333337,0.35393939393939394
159,8250.0,Finance & Investments,Gong Hongjia & family,58.0,Hong Kong,Video surveillance,Finance & Investments,,1,M,Hongjia,,,59.0,,,,
159,8250.0,Technology,Zhang Zhidong,51.0,China,Internet media,Technology,,1,M,Zhidong,"$19,910,000,000,000 ",5.902490851139181e-06,52.0,2.318516149664215,50.49900199600798,0.11393939393939394,0.7175757575757575
161,8250.0,Finance & Investments,Philip Anschutz,83.0,United States,"Energy, sports, entertainment",Finance & Investments,,0,M,Philip,"$21,427,700,000,000 ",2.5134084782349625e-05,85.0,6.397134083930399,86.64047151277015,0.11636363636363636,0.44363636363636366
161,8250.0,Fashion & Retail,Judy Love & family,85.0,United States,Gas stations,Fashion & Retail,Love's Travel Stops and Country Stores,1,F,Judy,"$21,427,700,000,000 ",2.5134084782349625e-05,87.0,6.397134083930399,86.64047151277015,0.11636363636363636,0.44363636363636366
161,8250.0,Fashion & Retail,Ricardo Salinas Pliego & family,67.0,Mexico,"Retail, media",Fashion & Retail,,0,M,Ricardo,"$1,258,286,717,125 ",6.546890368329163e-05,69.0,2.5434506146672318,37.99621928166352,0.15878787878787878,0.6678787878787878
164,8250.0,Media & Entertainment,Donald Newhouse,93.0,United States,Media,Media & Entertainment,,0,M,Donald,"$21,427,700,000,000 ",2.5134084782349625e-05,95.0,6.397134083930399,86.64047151277015,0.11636363636363636,0.44363636363636366
165,8250.0,Sports,Robert Kraft,81.0,United States,"Manufacturing, New England Patriots",Sports,The Kraft Group,1,M,Robert,"$21,427,700,000,000 ",2.5134084782349625e-05,83.0,6.397134083930399,86.64047151277015,0.11636363636363636,0.44363636363636366
165,8250.0,Food & Beverage,Marcel Herrmann Telles,73.0,Brazil,Beer,Food & Beverage,,1,M,Marcel Herrmann,"$1,839,758,040,766 ",3.881267702197358e-05,74.0,2.2102747909199523,44.454072790294624,0.1721212121212121,0.7890909090909091
167,8250.0,Finance & Investments,Suleiman Kerimov & family,57.0,Russia,Gold,Finance & Investments,,1,M,Suleiman,"$1,699,876,578,871 ",5.714343698794935e-05,58.0,2.4896265560165975,79.82456140350878,0.13818181818181818,0.5599999999999999
167,8250.0,Fashion & Retail,Sky Xu,39.0,China,E-commerce,Fashion & Retail,,1,M,Sky,"$19,910,000,000,000 ",5.902490851139181e-06,40.0,2.318516149664215,50.49900199600798,0.11393939393939394,0.7175757575757575
167,8250.0,Finance & Investments,Changpeng Zhao,45.0,United Arab Emirates,Cryptocurrency exchange,Finance & Investments,,1,M,Changpeng,"$421,142,267,938 ",0.0008443759800518478,47.0,-1.659098847362906,33.94833948339483,0.0012121212121212121,0.19272727272727275
170,8250.0,Finance & Investments,Andrew Beal,70.0,United States,"Banks, real estate",Finance & Investments,,1,M,Andrew,"$21,427,700,000,000 ",2.5134084782349625e-05,72.0,6.397134083930399,86.64047151277015,0.11636363636363636,0.44363636363636366
171,8250.0,Technology,Mike Cannon-Brookes,43.0,Australia,Software,Technology,,1,M,Mike,"$1,392,680,589,329 ",0.000320181878831146,45.0,1.335559265442404,112.7617148554337,0.2787878787878788,0.5745454545454545
171,8250.0,Healthcare,Carl Cook,60.0,United States,Medical devices,Healthcare,,0,M,Carl,"$21,427,700,000,000 ",2.5134084782349625e-05,62.0,6.397134083930399,86.64047151277015,0.11636363636363636,0.44363636363636366
171,8250.0,Technology,David Duffield,82.0,United States,Business software,Technology,Workday,1,M,David,"$21,427,700,000,000 ",2.5134084782349625e-05,84.0,6.397134083930399,86.64047151277015,0.11636363636363636,0.44363636363636366
171,8250.0,Energy,Jeffery Hildebrand,64.0,United States,Oil,Energy,,1,M,Jeffery,"$21,427,700,000,000 ",2.5134084782349625e-05,65.0,6.397134083930399,86.64047151277015,0.11636363636363636,0.44363636363636366
171,8250.0,Manufacturing,Viktor Rashnikov,74.0,Russia,Steel,Manufacturing,,1,M,Viktor,"$1,699,876,578,871 ",5.714343698794935e-05,76.0,2.4896265560165975,79.82456140350878,0.13818181818181818,0.5599999999999999
171,8250.0,Technology,Eduardo Saverin,41.0,Singapore,Facebook,Technology,Meta Platforms,1,M,Eduardo,"$372,062,527,489 ",0.0014464627323698548,42.0,0.5244296827200419,84.29423459244532,0.15878787878787878,0.2545454545454546
171,8250.0,Automotive,Georg Schaeffler,58.0,Germany,Auto parts,Automotive,,0,M,Georg,"$3,845,630,030,824 ",9.923880946195496e-05,60.0,1.2405848471422243,67.5,0.1393939393939394,0.5915151515151514
171,8250.0,Fashion & Retail,Christy Walton,74.0,United States,Walmart,Fashion & Retail,,0,F,Christy,"$21,427,700,000,000 ",2.5134084782349625e-05,75.0,6.397134083930399,86.64047151277015,0.11636363636363636,0.44363636363636366
179,8250.0,Technology,Scott Farquhar,43.0,Australia,Software,Technology,,1,M,Scott,"$1,392,680,589,329 ",0.000320181878831146,45.0,1.335559265442404,112.7617148554337,0.2787878787878788,0.5745454545454545
179,8250.0,Diversified,Quek Leng Chan,81.0,Malaysia,"Banking, property",Diversified,,0,M,Leng Chan,"$364,701,517,788 ",0.00025425777762984596,83.0,0.5763214226905977,42.83000949667616,0.14545454545454545,0.4690909090909091
179,8250.0,Real Estate,Wu Yajun,59.0,China,Real estate,Real Estate,,1,F,Yajun,"$19,910,000,000,000 ",5.902490851139181e-06,60.0,2.318516149664215,50.49900199600798,0.11393939393939394,0.7175757575757575
182,8250.0,Energy,Autry Stephens,85.0,United States,Oil,Energy,,1,M,Autry,"$21,427,700,000,000 ",2.5134084782349625e-05,86.0,6.397134083930399,86.64047151277015,0.11636363636363636,0.44363636363636366
183,8250.0,Service,Liu Yongxing,74.0,China,Diversified,Service,East Hope Group,1,M,Yongxing,"$19,910,000,000,000 ",5.902490851139181e-06,76.0,2.318516149664215,50.49900199600798,0.11393939393939394,0.7175757575757575
184,8250.0,Diversified,Vinod Adani,74.0,United Arab Emirates,"Infrastructure, commodities",Diversified,,1,M,Vinod,"$421,142,267,938 ",0.0008443759800518478,75.0,-1.659098847362906,33.94833948339483,0.0012121212121212121,0.19272727272727275
184,8250.0,Fashion & Retail,Nicolas Puech,80.0,Switzerland,Hermes,Fashion & Retail,,0,M,Nicolas,"$703,082,435,360 ",0.0009621179750227177,81.0,0.4018081366147665,56.65399239543726,0.12242424242424241,0.3490909090909091
184,8250.0,Logistics,"Jacques Saadé, Jr.",51.0,France,Shipping,Logistics,,0,M,Jacques,"$2,715,518,274,227 ",0.0001230243647741309,53.0,0.9995456610631533,63.99999999999999,0.29333333333333333,0.7357575757575758
184,8250.0,Logistics,Rodolphe Saadé,53.0,France,Shipping,Logistics,CMA CGM,0,M,Rodolphe,"$2,715,518,274,227 ",0.0001230243647741309,54.0,0.9995456610631533,63.99999999999999,0.29333333333333333,0.7357575757575758
184,8250.0,Logistics,Tanya Saadé Zeenny,55.0,France,Shipping,Logistics,,0,F,Tanya,"$2,715,518,274,227 ",0.0001230243647741309,56.0,0.9995456610631533,63.99999999999999,0.29333333333333333,0.7357575757575758
184,8250.0,Finance & Investments,Melker Schorling & family,75.0,Sweden,Investments,Finance & Investments,,1,M,Melker,"$530,832,908,738 ",0.0008021037089956076,77.0,1.6288118722287575,52.922590837282776,0.33818181818181814,0.5951515151515152
190,8250.0,Manufacturing,Andrei Guriev & family,63.0,Russia,Fertilizers,Manufacturing,,1,M,Andrei,"$1,699,876,578,871 ",5.714343698794935e-05,64.0,2.4896265560165975,79.82456140350878,0.13818181818181818,0.5599999999999999
190,8250.0,Finance & Investments,Michael Kim,59.0,South Korea,Private equity,Finance & Investments,MBK Partners,1,M,Michael,"$2,029,000,000,000 ",0.0001595463916233851,61.0,0.34734282737061484,96.1264016309888,0.1890909090909091,0.4024242424242425
190,8250.0,Technology,Lei Jun,53.0,China,Smartphones,Technology,Xiaomi,1,M,Jun,"$19,910,000,000,000 ",5.902490851139181e-06,55.0,2.318516149664215,50.49900199600798,0.11393939393939394,0.7175757575757575
190,8250.0,Manufacturing,Friedhelm Loh,76.0,Germany,Manufacturing,Manufacturing,,0,M,Friedhelm,"$3,845,630,030,824 ",9.923880946195496e-05,78.0,1.2405848471422243,67.5,0.1393939393939394,0.5915151515151514
190,8250.0,Healthcare,Sun Piaoyang,64.0,China,Pharmaceuticals,Healthcare,,1,M,Piaoyang,"$19,910,000,000,000 ",5.902490851139181e-06,66.0,2.318516149664215,50.49900199600798,0.11393939393939394,0.7175757575757575
195,8250.0,Technology,Rick Cohen & family,70.0,United States,Warehouse automation,Technology,C&S Wholesale Grocers,0,M,Rick,"$21,427,700,000,000 ",2.5134084782349625e-05,72.0,6.397134083930399,86.64047151277015,0.11636363636363636,0.44363636363636366
195,8250.0,Energy,Jin Baofang,70.0,China,Solar panels,Energy,,1,M,Baofang,"$19,910,000,000,000 ",5.902490851139181e-06,72.0,2.318516149664215,50.49900199600798,0.11393939393939394,0.7175757575757575
195,8250.0,Manufacturing,Luo Liguo & family,67.0,China,Chemicals,Manufacturing,,1,M,Liguo,"$19,910,000,000,000 ",5.902490851139181e-06,68.0,2.318516149664215,50.49900199600798,0.11393939393939394,0.7175757575757575
195,8250.0,Food & Beverage,Marijke Mars,58.0,United States,"Candy, pet food",Food & Beverage,,0,F,Marijke,"$21,427,700,000,000 ",2.5134084782349625e-05,60.0,6.397134083930399,86.64047151277015,0.11636363636363636,0.44363636363636366
195,8250.0,Food & Beverage,Pamela Mars,62.0,United States,"Candy, pet food",Food & Beverage,,0,F,Pamela,"$21,427,700,000,000 ",2.5134084782349625e-05,64.0,6.397134083930399,86.64047151277015,0.11636363636363636,0.44363636363636366
195,8250.0,Food & Beverage,Valerie Mars,64.0,United States,"Candy, pet food",Food & Beverage,,0,F,Valerie,"$21,427,700,000,000 ",2.5134084782349625e-05,65.0,6.397134083930399,86.64047151277015,0.11636363636363636,0.44363636363636366
195,8250.0,Food & Beverage,Victoria Mars,66.0,United States,"Candy, pet food",Food & Beverage,,0,F,Victoria,"$21,427,700,000,000 ",2.5134084782349625e-05,68.0,6.397134083930399,86.64047151277015,0.11636363636363636,0.44363636363636366
202,8250.0,Finance & Investments,Vincent Bolloré & family,71.0,France,Investments,Finance & Investments,,0,M,Vincent,"$2,715,518,274,227 ",0.0001230243647741309,72.0,0.9995456610631533,63.99999999999999,0.29333333333333333,0.7357575757575758
202,8250.0,Diversified,Jim Pattison,94.0,Canada,Diversified,Diversified,Jim Pattison Group,1,M,Jim,"$1,736,425,629,520 ",0.00022302130832084933,96.0,1.6272696128811235,68.28543111992072,0.15515151515151515,0.296969696969697
